vehicle_id,mileage,engine_temp,tire_pressure,battery_health,oil_level,brake_wear,days_since_last_maintenance,maintenance_status
97,18305.0,70.4,37.4,57.4,29.6,89.4,116,2
87,18769.0,95.5,38.7,56.2,29.6,23.1,266,2
55,127571.0,77.0,38.2,48.7,78.1,19.0,281,2
92,51691.0,113.3,40.0,74.9,65.6,22.8,148,1
32,4629.0,113.6,28.7,50.1,62.7,92.0,193,2
50,7784.0,90.9,36.4,65.5,56.2,70.3,167,1
7,21326.0,92.2,33.8,67.7,98.1,76.9,311,1
93,32009.0,85.2,28.9,41.2,24.0,37.7,178,2
8,99772.0,105.8,39.7,41.0,34.5,90.9,147,2
65,23599.0,87.9,38.5,71.2,71.8,78.9,56,1
57,17831.0,83.4,26.9,81.8,30.9,75.1,4,1
67,114708.0,91.6,25.4,96.5,67.2,97.1,13,1
88,100658.0,74.6,35.3,50.7,65.4,36.6,279,2
87,65299.0,107.3,34.1,46.2,97.7,61.1,323,2
59,82396.0,70.6,39.0,43.1,90.7,91.0,303,2
72,46798.0,102.2,28.5,66.2,95.6,79.1,215,2
54,72375.0,79.1,26.3,77.4,29.1,56.3,174,2
67,76001.0,81.6,28.9,90.4,89.5,7.6,315,1
51,58086.0,101.8,25.3,81.0,30.3,65.3,2,2
97,135986.0,119.6,25.5,52.5,70.6,52.7,136,2
92,2409.0,108.9,38.7,67.7,77.6,18.4,99,1
8,117326.0,81.3,30.3,94.6,32.9,88.2,82,2
34,18657.0,78.8,31.2,59.6,70.6,34.3,279,1
35,119632.0,113.3,25.3,69.9,24.2,38.7,131,2
96,92387.0,92.2,29.1,97.5,43.5,67.2,0,1
88,126492.0,76.9,37.1,84.1,93.7,48.9,115,1
78,14627.0,113.1,34.2,84.9,33.7,8.9,201,2
32,83847.0,110.8,36.3,55.1,25.2,38.7,139,2
46,75163.0,119.2,31.7,64.9,55.5,9.4,145,2
16,105929.0,115.5,29.6,44.9,88.0,19.1,265,2
68,80144.0,112.6,32.2,76.4,26.1,0.7,201,2
37,81110.0,72.6,29.8,46.2,48.4,18.1,151,2
54,64439.0,75.2,37.6,90.2,92.0,33.0,221,1
85,46325.0,98.4,29.5,88.9,29.5,53.8,78,1
14,72340.0,96.6,34.9,72.0,44.9,91.9,199,2
95,17774.0,92.9,27.1,48.5,82.3,54.0,249,2
55,144227.0,89.8,35.3,41.5,63.5,70.6,98,2
48,107162.0,91.6,38.7,87.8,86.6,35.8,212,1
82,142870.0,98.5,34.1,76.0,28.9,75.2,142,2
7,34009.0,70.1,33.4,82.7,93.6,62.0,189,1
74,131901.0,83.0,39.4,58.2,94.8,46.0,300,2
7,121318.0,95.9,34.4,70.6,32.4,19.4,51,2
33,101573.0,106.1,28.9,84.8,22.7,30.4,111,2
23,93754.0,78.7,29.4,67.8,99.2,62.1,134,1
85,47482.0,97.3,35.6,76.1,58.6,42.6,111,1
19,122462.0,105.7,36.0,87.4,65.8,88.9,12,2
19,75227.0,92.2,29.6,52.9,69.3,23.5,272,2
36,10634.0,71.4,30.2,44.0,83.2,7.3,232,1
29,46929.0,92.5,39.9,71.9,85.0,58.9,43,0
60,140295.0,84.8,26.5,43.7,35.5,88.6,72,2
82,127602.0,116.5,31.1,86.0,38.9,36.5,260,2
2,147286.0,76.2,25.9,83.2,90.1,64.8,230,2
1,94199.0,102.6,37.3,92.9,85.6,23.1,32,0
47,37127.0,72.6,26.4,78.4,69.4,55.8,67,1
69,24422.0,92.3,35.1,44.0,99.6,78.7,15,1
20,28037.0,97.7,25.8,55.2,78.8,86.7,149,2
11,2969.0,84.9,35.1,88.5,37.3,10.5,291,1
2,58602.0,92.8,37.6,50.0,87.7,35.6,101,1
67,28714.0,78.2,31.0,81.9,53.2,64.0,185,1
87,61748.0,85.2,32.8,86.8,22.9,3.5,24,1
12,140249.0,101.1,31.0,59.8,45.7,69.1,71,2
20,64581.0,85.1,29.5,59.3,81.1,52.8,80,1
5,131698.0,115.0,37.0,73.5,96.8,28.9,60,1
37,90826.0,101.4,29.1,91.7,42.1,81.5,17,2
38,37070.0,91.9,35.8,53.4,39.7,29.0,241,2
94,53378.0,71.9,28.1,96.5,65.1,99.1,57,1
9,12588.0,95.0,28.7,75.9,84.9,81.6,331,2
98,50019.0,108.2,30.0,99.5,79.7,70.8,56,1
53,101631.0,83.3,33.8,45.4,64.8,6.1,96,1
44,10817.0,110.3,31.8,47.6,70.5,90.4,214,2
99,30810.0,82.6,36.2,89.6,39.4,79.0,318,2
86,57216.0,111.2,28.2,91.9,54.6,22.9,11,1
24,147307.0,74.3,25.2,66.7,40.4,39.2,10,1
81,117729.0,113.3,36.6,82.8,90.8,26.9,162,1
74,110023.0,95.0,37.3,92.1,29.0,98.4,282,2
30,17429.0,84.8,25.9,42.6,74.4,85.4,216,2
59,117149.0,83.3,34.2,74.4,40.8,93.0,359,2
87,117790.0,91.6,30.7,91.2,58.0,78.9,322,2
96,90165.0,120.0,36.9,63.9,44.0,45.6,240,2
81,148554.0,81.0,38.1,58.1,45.9,20.5,344,2
81,48788.0,75.2,37.8,87.7,40.8,20.8,44,0
14,141191.0,99.3,36.7,60.1,80.2,15.2,80,1
9,137210.0,94.4,29.0,40.2,49.3,54.7,254,2
40,1722.0,96.2,37.2,97.6,78.1,92.0,66,1
66,67517.0,103.3,33.0,75.5,56.5,99.2,101,2
25,146566.0,83.4,25.8,89.2,63.8,28.7,90,1
73,15468.0,115.5,31.9,89.5,63.5,69.7,41,1
22,82168.0,91.8,39.1,44.0,98.1,59.7,275,2
4,146844.0,76.5,38.3,50.3,49.4,48.9,303,2
26,83324.0,107.1,26.5,58.7,36.6,66.6,273,2
58,28472.0,102.2,36.2,59.2,92.9,37.1,76,1
29,87327.0,85.8,37.1,79.5,34.0,94.4,233,2
98,30666.0,101.1,29.1,77.4,86.8,70.5,201,2
87,77956.0,81.0,32.1,69.7,32.0,75.4,220,2
37,11106.0,92.2,35.7,52.7,72.7,24.2,261,1
75,90822.0,115.0,31.6,62.9,32.0,16.9,38,2
70,77518.0,76.7,26.7,72.6,93.8,39.4,10,1
18,111024.0,89.3,35.6,68.1,65.2,76.7,111,2
85,94605.0,111.1,38.7,47.6,46.3,93.9,107,2
42,82441.0,118.5,34.8,79.0,31.2,42.7,93,2
41,103467.0,92.7,36.6,44.4,49.7,77.4,310,2
38,21591.0,95.3,30.4,62.7,76.4,47.0,83,0
34,89304.0,98.6,27.7,82.6,50.8,29.5,57,1
17,25817.0,116.6,34.6,41.2,39.7,73.9,292,2
37,138828.0,112.9,29.9,74.2,66.2,79.8,15,2
25,10250.0,78.5,37.9,60.1,53.4,20.3,325,1
76,64556.0,91.8,26.8,40.5,33.3,30.5,92,2
87,104370.0,93.2,31.5,51.4,32.3,49.5,164,2
86,68703.0,109.5,31.0,96.5,76.6,18.7,214,1
85,13814.0,100.1,39.1,71.3,98.0,92.9,143,1
27,83007.0,102.7,27.3,99.8,38.6,59.1,273,2
57,96245.0,119.9,25.1,71.5,81.9,12.1,137,2
31,105569.0,73.7,28.6,72.6,27.0,18.4,203,2
6,55989.0,81.2,37.3,63.5,50.5,95.4,301,2
91,84549.0,90.4,28.1,58.6,60.5,73.8,209,2
40,67603.0,87.4,28.6,55.1,41.5,73.4,18,2
98,100808.0,71.1,26.9,60.6,62.4,7.2,293,2
12,87534.0,74.6,35.7,67.6,90.6,89.5,292,2
53,78863.0,104.0,26.0,51.5,95.6,44.4,300,2
71,37429.0,114.0,30.0,53.5,28.0,66.0,161,2
10,303.0,95.7,29.2,56.3,41.7,96.0,129,2
45,26112.0,97.0,33.3,67.0,98.3,10.0,43,0
17,17560.0,82.8,36.0,79.2,41.6,48.2,352,1
26,67363.0,108.4,33.0,91.4,75.4,5.0,82,1
85,91839.0,107.6,39.0,57.2,40.3,50.0,123,2
92,31963.0,99.4,39.3,51.0,48.5,25.2,26,1
62,140859.0,80.6,30.4,62.7,35.3,91.1,303,2
46,1002.0,74.9,36.7,93.7,88.5,39.8,349,0
64,115845.0,73.2,36.1,40.6,90.6,63.4,6,1
2,93781.0,99.6,38.4,80.7,43.8,86.0,340,2
54,56033.0,111.3,31.7,68.6,85.9,98.4,198,2
65,7573.0,112.9,33.0,49.7,48.7,50.4,111,2
51,94123.0,93.2,31.2,59.3,27.9,45.6,88,1
53,57842.0,109.2,37.8,53.5,80.6,7.6,127,2
36,140440.0,117.3,28.4,92.7,67.7,1.3,229,2
26,81299.0,83.8,28.6,68.9,42.0,60.9,17,1
29,140948.0,89.9,30.6,73.8,40.2,6.5,288,2
21,33073.0,116.6,28.5,75.6,98.0,38.0,160,1
11,108859.0,86.9,33.4,78.4,89.0,0.4,351,1
40,92587.0,115.7,27.0,69.7,84.8,61.5,280,2
11,110911.0,119.1,29.8,41.1,30.2,42.5,165,2
36,32200.0,103.1,38.7,60.1,80.4,12.7,259,1
59,99749.0,110.8,31.1,51.0,37.2,29.6,363,2
39,74706.0,107.5,36.2,80.8,98.2,57.0,189,2
99,111424.0,105.0,26.7,43.4,24.2,65.7,337,2
54,49057.0,85.3,28.7,73.8,48.2,46.2,265,1
98,133509.0,72.9,37.1,52.6,54.3,80.4,290,2
55,12645.0,87.2,36.4,96.9,85.9,11.2,354,0
24,121078.0,103.3,30.8,60.1,81.3,8.5,359,2
22,129198.0,75.1,39.3,59.5,50.0,4.4,278,2
69,122588.0,70.6,38.7,95.4,65.2,53.6,216,1
56,76909.0,77.0,39.4,65.0,86.8,70.6,320,2
33,65758.0,105.8,31.4,97.8,21.5,13.1,337,2
36,149439.0,118.6,28.0,41.5,84.2,63.9,206,2
20,34376.0,119.2,34.4,58.4,95.8,47.7,152,1
83,82031.0,94.7,35.3,80.0,22.6,98.7,180,2
99,100601.0,113.5,26.9,93.5,23.6,71.7,211,2
81,105130.0,106.8,36.8,55.4,47.6,65.7,272,2
62,30604.0,95.1,25.3,95.8,27.0,57.0,202,2
98,98099.0,98.6,32.2,75.6,58.3,99.7,204,2
73,122755.0,76.9,30.0,88.1,78.3,98.0,152,1
26,7503.0,116.9,36.1,63.8,65.4,53.8,169,1
66,136728.0,87.6,29.7,52.7,35.7,45.5,240,2
73,4426.0,92.3,37.4,94.7,72.4,46.2,286,0
73,53396.0,103.6,33.9,96.0,74.8,42.8,244,1
40,2372.0,86.7,36.9,69.9,94.6,53.1,320,1
17,11572.0,82.7,39.8,40.4,31.7,27.4,79,1
1,136675.0,101.6,35.2,46.6,75.4,92.7,91,2
89,53229.0,71.2,39.8,74.4,92.9,49.0,148,1
61,63716.0,106.0,25.4,41.4,60.1,84.2,29,2
43,32302.0,95.7,30.1,63.8,48.9,47.5,122,1
42,89564.0,100.3,26.6,58.2,33.7,71.8,325,2
25,89220.0,101.6,28.9,82.9,89.3,33.7,28,1
39,55830.0,96.4,37.6,43.3,51.5,62.5,258,2
35,49955.0,99.1,25.5,69.3,94.0,49.8,185,1
3,132745.0,104.2,32.8,74.7,87.8,36.7,74,1
44,57493.0,107.7,33.5,77.0,50.1,88.2,44,2
51,74025.0,106.4,33.4,64.3,65.9,11.3,68,1
94,42496.0,113.5,32.1,58.3,22.2,48.7,209,2
98,118015.0,79.5,36.9,80.9,41.1,19.4,238,1
12,59617.0,90.1,27.0,90.9,76.8,86.1,339,2
19,77042.0,117.4,29.7,81.6,74.2,25.3,307,2
44,38004.0,89.8,34.2,95.9,48.3,63.3,191,1
59,148149.0,76.2,35.4,83.0,84.7,16.6,102,1
49,43724.0,96.3,31.1,85.9,38.9,40.5,240,1
61,115611.0,75.5,38.1,50.1,56.9,89.9,252,2
17,64124.0,80.1,31.2,65.2,57.8,16.6,219,1
74,30933.0,119.9,31.0,69.1,47.3,66.3,335,2
57,119958.0,97.1,25.5,55.4,96.4,20.5,216,2
55,50041.0,84.2,33.3,71.7,75.7,41.6,201,1
47,129779.0,119.7,35.6,57.4,63.1,54.1,28,2
12,137289.0,118.3,26.7,81.3,60.8,57.7,211,2
62,128974.0,92.0,29.6,68.2,32.7,60.3,153,2
80,5251.0,83.0,36.7,67.5,49.8,64.0,230,1
88,118106.0,111.9,30.5,99.0,73.8,27.2,101,1
83,61701.0,105.8,28.6,63.5,94.0,40.1,314,2
8,131058.0,104.3,35.1,61.7,85.3,3.7,176,1
95,95693.0,114.7,28.0,59.1,44.0,76.9,180,2
21,125046.0,104.5,38.4,93.7,54.7,83.7,231,2
81,74915.0,84.2,26.6,69.8,26.6,19.9,11,1
87,80254.0,104.7,35.6,76.0,28.2,20.1,185,2
80,21658.0,85.3,32.5,50.8,57.6,4.2,248,1
70,117598.0,108.0,38.0,72.5,62.4,97.0,265,2
72,62908.0,101.0,26.9,56.5,41.1,80.7,134,2
25,75012.0,73.9,35.2,83.8,71.4,36.1,244,1
82,117765.0,95.6,33.6,90.0,76.3,48.2,30,1
89,89827.0,87.2,32.2,82.9,43.9,29.2,346,1
12,30165.0,86.4,32.4,83.8,80.7,59.7,258,1
15,88535.0,100.1,35.8,70.7,36.4,71.7,103,2
59,61145.0,86.1,39.1,82.7,63.5,44.7,0,0
26,70429.0,108.8,26.4,65.4,84.3,87.4,206,2
26,4247.0,73.5,25.3,79.1,63.0,51.7,134,1
47,31504.0,103.0,37.1,55.5,92.6,14.4,270,1
32,42156.0,110.5,26.6,44.2,24.7,62.2,88,2
10,106944.0,103.6,39.8,64.8,67.1,46.2,194,2
16,1724.0,94.9,34.3,67.7,64.9,93.6,121,1
71,61317.0,117.5,34.8,55.4,72.8,39.2,115,2
17,138604.0,85.0,28.0,83.7,86.7,40.3,195,1
23,16782.0,71.0,28.6,44.4,78.1,65.1,35,1
26,77464.0,91.6,34.9,53.4,83.2,52.7,66,1
85,117978.0,71.7,38.6,84.9,43.1,37.4,132,1
86,141380.0,117.7,39.7,66.2,51.0,99.0,280,2
7,112016.0,80.5,28.0,82.3,70.1,30.2,10,1
14,108085.0,109.4,27.0,74.0,64.3,27.8,217,2
79,123973.0,108.7,25.8,97.0,96.9,86.4,321,2
7,66930.0,80.9,38.0,75.9,34.9,0.3,155,1
9,120877.0,101.1,29.4,40.9,48.1,20.1,239,2
48,1195.0,72.4,25.0,61.2,65.8,59.0,59,1
72,138684.0,94.2,28.4,48.6,89.4,16.2,137,2
59,66496.0,70.7,30.1,95.5,94.3,98.6,49,1
87,83007.0,116.1,39.9,46.2,46.9,46.4,166,2
93,38232.0,118.8,32.9,63.3,25.4,59.7,164,2
82,111380.0,81.1,28.1,53.6,53.7,16.0,318,2
95,11495.0,80.4,30.0,90.8,51.5,28.9,188,1
94,130895.0,107.7,30.0,58.5,98.9,61.5,91,2
39,124218.0,82.7,25.3,99.5,54.5,55.0,293,2
99,32409.0,114.8,27.0,42.3,44.5,78.4,288,2
18,121399.0,98.7,35.4,47.7,49.2,26.9,74,2
59,117954.0,87.5,26.8,53.5,51.8,65.4,44,2
17,94832.0,111.6,28.5,88.7,85.7,29.1,52,1
14,56028.0,94.7,30.3,92.7,26.5,58.7,174,1
31,40725.0,115.6,36.4,44.3,45.3,60.5,160,2
24,34768.0,116.4,33.7,41.9,97.3,12.2,66,1
99,47791.0,78.3,35.3,84.7,32.2,54.9,360,1
60,135534.0,70.1,33.5,48.0,79.4,1.2,269,2
45,11646.0,119.2,35.3,48.0,48.5,50.1,123,2
98,124331.0,115.3,25.0,41.3,66.5,69.8,181,2
3,52334.0,72.8,39.0,43.0,28.0,7.3,181,2
37,78240.0,111.7,26.7,55.8,44.5,93.9,35,2
43,119173.0,92.9,31.1,43.9,60.1,45.9,211,2
40,132656.0,82.9,36.6,62.1,38.5,93.8,133,2
90,51717.0,113.9,31.5,90.0,63.3,10.7,352,1
55,69277.0,79.8,39.2,59.6,37.6,95.0,177,2
87,62177.0,117.4,32.0,83.7,72.0,10.9,165,1
39,1988.0,80.3,38.1,45.6,92.3,46.1,336,1
15,44391.0,100.7,37.2,79.6,26.8,93.8,328,2
4,68878.0,81.2,39.7,59.0,37.3,23.3,326,2
93,61664.0,97.3,38.9,85.0,87.6,3.5,45,0
86,108289.0,104.2,38.5,48.2,70.5,79.3,155,2
25,57721.0,79.5,36.0,93.9,26.3,59.6,235,2
13,73406.0,96.0,30.5,54.6,58.9,51.4,315,2
82,64441.0,93.5,26.6,61.2,36.8,3.4,59,1
33,111094.0,73.6,35.3,97.0,35.9,65.3,4,1
16,129446.0,110.9,39.7,74.7,95.3,17.2,180,2
42,79783.0,86.8,35.9,61.9,80.9,93.1,144,1
66,118415.0,98.7,38.9,97.0,75.7,68.6,314,2
55,44518.0,95.7,37.1,59.7,39.1,70.7,264,2
99,81205.0,95.7,27.4,45.7,29.5,23.3,222,2
42,51784.0,75.4,28.7,99.8,89.7,88.1,300,2
34,62130.0,91.2,30.1,56.1,20.5,53.8,335,2
30,109862.0,92.6,27.5,91.1,51.0,85.7,236,2
13,132249.0,106.7,33.7,49.9,42.2,27.1,12,2
13,18224.0,112.0,39.6,83.9,65.6,75.5,338,2
18,95196.0,97.2,36.4,71.5,40.0,57.5,267,2
32,87322.0,74.3,31.4,98.9,44.9,4.8,265,1
96,17762.0,81.8,25.1,73.2,88.0,40.5,15,0
99,31784.0,78.2,29.7,41.5,68.3,18.4,91,1
39,46650.0,76.2,32.9,76.2,31.7,35.9,247,1
46,25040.0,88.3,29.9,48.7,78.1,38.3,18,1
29,36559.0,81.5,26.7,87.9,36.6,47.5,359,1
62,40140.0,80.9,31.6,91.4,54.6,60.0,102,1
93,50351.0,72.7,28.8,68.9,71.7,57.1,94,1
62,112409.0,70.9,38.6,87.0,41.8,3.9,282,1
57,85787.0,75.1,26.5,48.7,50.7,75.1,212,2
16,147937.0,78.6,25.7,69.5,78.7,94.9,36,2
56,62210.0,91.5,25.1,63.6,95.0,34.9,60,1
10,113080.0,95.5,29.9,76.7,62.3,18.0,290,2
30,130720.0,77.0,34.9,42.7,20.8,54.0,361,2
25,101847.0,91.2,36.0,85.1,47.1,70.5,302,2
84,61780.0,87.1,31.8,44.7,51.9,67.9,243,2
5,113039.0,79.2,35.3,79.4,47.1,61.2,310,2
65,30550.0,70.3,30.4,41.1,54.9,14.6,343,1
94,49133.0,93.4,35.0,89.9,70.6,83.7,350,1
49,82003.0,104.3,25.6,50.5,29.7,42.6,5,2
3,86311.0,81.3,30.9,70.9,41.8,22.1,305,1
45,3321.0,76.6,36.9,55.7,60.6,8.6,164,1
14,141767.0,114.4,37.0,83.4,45.2,41.7,12,1
30,104494.0,83.8,35.7,59.3,99.3,61.8,24,1
68,74356.0,81.2,28.1,83.5,54.5,66.5,223,2
18,139969.0,112.9,28.7,57.1,89.6,96.3,122,2
62,65864.0,110.9,39.9,85.1,91.7,15.3,128,1
37,147065.0,92.4,26.6,41.8,86.9,98.6,304,2
25,76843.0,94.5,27.7,57.0,23.8,65.5,121,2
48,17143.0,80.9,27.0,69.9,95.8,45.4,34,0
65,114720.0,73.9,29.9,42.7,30.3,88.8,82,2
53,101835.0,98.7,28.2,51.2,22.8,69.4,308,2
79,115948.0,74.9,32.5,96.1,53.1,34.9,181,1
73,142716.0,92.5,32.1,98.6,35.6,88.4,75,2
15,116473.0,117.0,38.5,84.4,34.7,66.7,103,2
49,91700.0,117.6,25.5,55.1,43.0,69.9,231,2
88,128596.0,82.0,29.8,55.6,39.9,89.6,302,2
68,100987.0,101.2,33.9,78.7,74.8,44.8,42,1
12,61218.0,93.7,34.1,47.1,34.9,65.7,92,2
59,132843.0,113.8,32.2,96.9,63.4,74.5,143,2
37,33285.0,83.6,37.2,53.5,98.9,45.4,253,1
61,107196.0,70.2,25.9,100.0,54.6,8.3,77,1
43,132235.0,78.1,37.2,69.7,71.3,77.1,262,2
70,109697.0,87.5,32.4,86.3,97.5,4.8,69,0
39,104591.0,85.8,27.0,40.1,31.0,71.8,148,2
56,112896.0,109.6,38.3,93.3,53.5,91.1,291,2
63,69758.0,104.0,34.7,56.2,88.0,34.7,213,2
46,131126.0,85.0,27.5,80.1,94.6,10.2,359,1
88,30515.0,92.9,25.5,88.4,68.1,23.3,309,1
11,19108.0,74.8,27.1,49.8,31.5,56.2,146,2
62,42826.0,114.9,34.1,66.6,92.1,94.3,24,1
77,79737.0,116.8,27.7,69.6,34.0,51.2,322,2
98,76584.0,119.0,28.4,58.7,48.2,11.3,108,2
25,123090.0,113.4,25.4,68.9,50.0,62.8,180,2
71,60685.0,78.7,35.8,59.1,55.8,73.3,250,2
52,72652.0,72.3,37.2,61.6,83.2,39.3,202,1
4,2005.0,99.0,37.0,80.2,84.2,72.2,303,1
59,61461.0,115.6,26.9,78.0,77.6,32.5,169,2
72,97166.0,78.9,38.5,53.9,21.8,78.9,174,2
20,2326.0,70.4,35.1,93.8,65.2,34.1,346,0
93,42132.0,110.3,38.5,91.8,79.8,25.6,169,1
63,31193.0,73.8,31.7,70.5,55.6,87.9,1,1
54,6298.0,90.7,31.6,66.0,95.6,54.8,133,1
74,71889.0,103.9,36.8,62.6,85.9,28.5,126,1
98,27258.0,81.8,26.4,82.4,71.1,93.5,45,1
57,111462.0,74.2,32.8,80.3,25.0,69.1,193,2
90,127189.0,108.5,37.5,51.8,72.2,22.1,361,2
41,81838.0,101.5,37.5,80.3,92.9,61.5,208,1
3,147256.0,119.4,39.3,55.1,50.4,87.0,295,2
6,67572.0,87.2,35.5,41.1,87.1,69.6,57,1
5,77005.0,73.1,28.1,82.0,45.1,24.5,77,1
5,148383.0,106.7,25.3,78.7,65.6,64.9,201,2
54,34732.0,96.1,32.2,64.6,71.9,61.9,288,1
47,141382.0,80.7,32.7,71.5,74.2,82.1,61,1
87,6426.0,109.1,28.6,96.8,90.6,17.8,267,1
49,66958.0,80.2,26.9,75.7,38.8,70.0,125,2
9,10501.0,83.0,33.8,79.5,41.0,2.7,48,0
99,109385.0,74.6,36.5,43.8,76.3,69.6,87,1
20,91261.0,90.0,39.9,50.0,34.2,96.0,333,2
61,105995.0,90.9,36.4,58.1,57.1,17.4,260,2
35,56172.0,95.7,36.9,72.4,21.6,31.1,178,2
50,55422.0,105.4,34.2,86.6,31.3,58.3,68,2
82,6798.0,115.3,39.8,59.3,74.3,73.2,59,2
62,52492.0,76.9,34.6,61.4,79.8,34.4,301,1
17,139393.0,72.7,37.9,55.4,29.2,66.4,248,2
88,56884.0,70.9,39.2,55.3,38.2,89.9,168,2
3,124705.0,77.2,38.9,96.9,27.9,72.7,268,2
32,126349.0,102.9,30.7,78.1,54.7,71.1,363,2
99,55986.0,106.4,26.2,49.4,30.1,38.2,111,2
13,94798.0,109.3,27.6,83.3,55.0,91.1,99,2
89,14306.0,82.2,25.9,83.3,78.6,27.7,214,1
73,15552.0,85.3,26.6,80.0,74.7,20.5,112,0
68,7299.0,94.2,27.8,48.1,42.4,36.4,96,1
14,87152.0,73.2,30.1,64.5,73.9,65.0,306,1
98,63911.0,100.6,33.2,46.4,94.2,86.2,117,2
11,82205.0,119.2,35.7,89.0,47.8,13.2,35,1
56,78161.0,88.0,28.2,79.3,46.3,81.4,336,2
67,52530.0,107.6,35.1,70.4,65.7,81.3,358,2
92,101621.0,95.0,35.6,60.6,39.6,58.7,289,2
29,113775.0,76.4,33.4,51.1,72.1,76.1,303,2
9,2194.0,99.1,38.6,46.4,86.6,18.2,359,1
67,31086.0,85.0,26.7,98.2,56.7,17.0,346,1
25,106985.0,71.7,27.7,52.0,74.4,86.3,123,2
98,57993.0,101.7,31.4,43.6,72.2,49.8,39,1
76,99373.0,112.9,26.9,97.7,23.1,24.6,140,2
42,52044.0,87.2,33.5,72.9,34.7,68.9,25,1
9,58613.0,89.5,31.0,87.8,91.5,89.2,141,1
79,23802.0,114.6,29.3,42.6,95.1,63.2,351,2
40,38735.0,110.7,27.5,74.0,82.4,34.7,335,2
25,90812.0,105.7,30.0,63.9,93.7,48.3,56,1
5,64974.0,82.4,34.1,86.3,44.5,75.2,149,1
11,116145.0,115.5,33.6,42.3,39.8,6.8,204,2
59,127888.0,77.7,27.5,64.1,50.7,21.7,75,1
98,81247.0,101.3,26.9,87.9,24.4,46.3,284,2
88,113740.0,71.4,25.4,71.4,84.8,60.4,209,2
79,46036.0,102.2,25.2,73.0,98.7,33.9,257,1
38,62246.0,83.9,38.2,45.8,85.9,29.8,258,1
72,106917.0,92.5,25.7,47.9,64.4,4.1,183,2
5,57932.0,87.3,36.0,80.6,43.6,3.3,327,1
48,88276.0,78.6,38.1,80.5,35.8,27.9,10,1
90,27806.0,101.1,26.5,98.7,49.1,53.1,159,1
18,89966.0,114.1,31.5,82.7,73.4,55.6,259,2
70,129227.0,118.0,39.4,69.6,55.8,49.4,87,2
37,130296.0,79.6,37.5,91.4,94.7,41.0,183,1
60,108652.0,105.9,32.3,46.3,88.3,25.2,15,2
48,111863.0,103.2,36.4,67.0,28.2,40.1,243,2
77,83689.0,87.2,37.5,57.2,30.5,13.9,85,1
28,87700.0,71.0,30.2,46.3,74.1,11.5,198,1
69,20048.0,104.5,38.4,85.8,38.5,30.0,9,1
77,66579.0,117.3,32.1,70.6,83.3,99.5,163,2
81,67616.0,101.6,32.9,73.4,67.3,32.6,23,1
40,143775.0,91.8,40.0,64.7,38.4,93.6,63,2
45,64663.0,96.3,37.6,67.6,58.3,39.2,311,2
96,82401.0,80.0,30.4,47.0,52.5,43.9,237,2
62,79988.0,107.5,25.2,80.4,89.9,79.7,344,2
93,95514.0,107.3,34.4,65.9,22.6,9.4,237,2
58,112235.0,77.3,35.6,89.0,91.7,18.2,21,0
67,33756.0,113.9,34.8,51.8,72.2,97.4,179,2
56,79309.0,83.5,39.5,52.3,79.0,50.6,305,2
40,123888.0,119.1,37.9,78.7,20.2,4.4,46,2
98,69467.0,89.1,31.7,90.8,70.3,4.7,278,1
40,41769.0,78.9,25.9,68.3,67.1,90.7,223,2
91,98206.0,87.6,32.1,83.6,63.0,87.3,217,1
77,123565.0,92.0,35.3,100.0,82.9,45.8,236,1
33,9471.0,73.5,34.1,99.4,64.5,16.3,203,0
6,116519.0,98.9,33.1,84.7,88.6,83.0,338,2
88,123247.0,99.9,32.0,84.4,38.6,32.5,18,1
19,69228.0,106.9,29.4,54.9,84.5,41.9,179,2
80,147496.0,71.5,29.2,90.0,34.3,68.2,161,2
40,118006.0,97.1,32.5,64.3,85.0,35.3,284,2
92,116049.0,72.6,27.4,97.7,95.2,62.9,60,1
97,112176.0,105.1,30.1,44.9,46.9,88.5,84,2
59,22591.0,72.8,29.9,66.2,62.4,79.7,34,1
59,32585.0,115.6,33.8,73.4,72.7,38.2,4,1
48,69599.0,105.1,26.0,64.3,26.4,28.8,75,2
41,39601.0,95.4,37.4,52.6,59.5,28.6,252,2
13,62286.0,92.1,33.4,75.6,48.8,34.9,6,1
45,133270.0,76.5,35.1,85.4,89.8,49.4,168,1
89,123649.0,84.5,35.5,78.7,90.1,41.7,129,1
53,94506.0,113.4,29.4,54.1,76.1,13.3,137,2
42,128718.0,115.2,32.1,83.9,72.5,16.3,357,2
63,117566.0,70.0,39.3,55.4,78.7,34.3,299,2
27,64348.0,99.7,36.5,50.5,49.3,56.2,325,2
38,30160.0,106.0,39.5,81.4,52.4,59.3,90,1
60,77130.0,100.9,36.2,90.6,64.3,48.6,162,1
7,110434.0,74.1,27.6,68.9,95.0,73.9,317,2
5,65463.0,80.9,26.0,71.9,77.9,73.7,252,2
45,100016.0,82.5,33.7,58.2,64.1,42.8,200,2
58,14149.0,111.6,30.4,69.7,81.6,12.4,19,1
31,112201.0,93.2,29.1,47.9,49.7,53.0,228,2
23,121907.0,94.3,37.1,97.3,78.4,38.1,162,1
42,106026.0,116.7,30.5,88.0,52.9,13.8,164,2
10,145090.0,101.9,29.8,80.1,42.4,98.2,231,2
32,123998.0,114.9,37.7,72.3,68.8,37.0,327,2
53,135464.0,92.8,37.7,87.5,75.0,62.6,237,1
